Question,Answer
What is the Genre of Whiplash?,"Whiplash is of Drama, Music genre. Summary: A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential."
Who is the Director of Whiplash?,The Director of Whiplash is Damien Chazelle. Summary: A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
What is the IMDB Rating of Whiplash?,The IMDB Rating of Whiplash is 8.5. Summary: A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
What is the Runtime of Whiplash?,The Runtime of Whiplash is 106. Summary: A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
What is the Genre of The Intouchables?,"The Intouchables is of Biography, Comedy, Drama genre. Summary: After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
Who is the Director of The Intouchables?,"The Director of The Intouchables is Olivier Nakache. Summary: After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
What is the IMDB Rating of The Intouchables?,"The IMDB Rating of The Intouchables is 8.5. Summary: After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
What is the Runtime of The Intouchables?,"The Runtime of The Intouchables is 112. Summary: After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
What is the Genre of The Prestige?,"The Prestige is of Drama, Mystery, Sci-Fi genre. Summary: After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
Who is the Director of The Prestige?,"The Director of The Prestige is Christopher Nolan. Summary: After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
What is the IMDB Rating of The Prestige?,"The IMDB Rating of The Prestige is 8.5. Summary: After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
What is the Runtime of The Prestige?,"The Runtime of The Prestige is 130. Summary: After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
What is the Genre of The Departed?,"The Departed is of Crime, Drama, Thriller genre. Summary: An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston."
Who is the Director of The Departed?,The Director of The Departed is Martin Scorsese. Summary: An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
What is the IMDB Rating of The Departed?,The IMDB Rating of The Departed is 8.5. Summary: An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
What is the Runtime of The Departed?,The Runtime of The Departed is 151. Summary: An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
What is the Genre of The Pianist?,"The Pianist is of Biography, Drama, Music genre. Summary: A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II."
Who is the Director of The Pianist?,The Director of The Pianist is Roman Polanski. Summary: A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
What is the IMDB Rating of The Pianist?,The IMDB Rating of The Pianist is 8.5. Summary: A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
What is the Runtime of The Pianist?,The Runtime of The Pianist is 150. Summary: A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
What is the Genre of Gladiator?,"Gladiator is of Action, Adventure, Drama genre. Summary: A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery."
Who is the Director of Gladiator?,The Director of Gladiator is Ridley Scott. Summary: A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
What is the IMDB Rating of Gladiator?,The IMDB Rating of Gladiator is 8.5. Summary: A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
What is the Runtime of Gladiator?,The Runtime of Gladiator is 155. Summary: A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
What is the Genre of American History X?,American History X is of Drama genre. Summary: A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
Who is the Director of American History X?,The Director of American History X is Tony Kaye. Summary: A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
What is the IMDB Rating of American History X?,The IMDB Rating of American History X is 8.5. Summary: A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
What is the Runtime of American History X?,The Runtime of American History X is 119. Summary: A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
What is the Genre of The Usual Suspects?,"The Usual Suspects is of Crime, Mystery, Thriller genre. Summary: A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
Who is the Director of The Usual Suspects?,"The Director of The Usual Suspects is Bryan Singer. Summary: A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
What is the IMDB Rating of The Usual Suspects?,"The IMDB Rating of The Usual Suspects is 8.5. Summary: A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
What is the Runtime of The Usual Suspects?,"The Runtime of The Usual Suspects is 106. Summary: A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
What is the Genre of Léon?,"Léon is of Action, Crime, Drama genre. Summary: Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
Who is the Director of Léon?,"The Director of Léon is Luc Besson. Summary: Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
What is the IMDB Rating of Léon?,"The IMDB Rating of Léon is 8.5. Summary: Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
What is the Runtime of Léon?,"The Runtime of Léon is 110. Summary: Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
What is the Genre of The Lion King?,"The Lion King is of Animation, Adventure, Drama genre. Summary: Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."
